transaction_id,trade_date,settlement_date,customer_id,counterparty_country,transaction_type,currency_code,amount,booking_branch,instrument_type,free_text_notes
TX-20260518-000190,2026-05-18,2026-06-04,867,CN,IMPORT,HKD,702218.15,Singapore,TT,Suspicious pattern detected. Manual review escalated to compliance.
TX-20260415-000191,2026-04-15,2026-04-29,190,FR,EXPORT,AUD,1610432.42,Singapore,LC,High-priority client. Premium handling.
TX-20250913-000192,2025-09-13,2025-09-23,121,US,REMITTANCE,EUR,2470556.22,London,LC,Customer disputed amount; resolved after reconciliation.
TX-20250816-000193,2025-08-16,2025-08-30,121,JP,REMITTANCE,SGD,215181.18,Tokyo,DOC_COLL,Standard transaction. No issues reported.
TX-20260422-000194,2026-04-22,2026-05-07,386,HK,REMITTANCE,HKD,3294275.23,Tokyo,DOC_COLL,Counterparty requested expedited settlement due to year-end closing.
TX-20251005-000195,2025-10-05,2025-11-01,128,DE,EXPORT,GBP,4183000.49,Tokyo,TT,Standard transaction. No issues reported.
TX-20260105-000196,2026-01-05,2026-01-08,77,JP,EXPORT,EUR,170143.95,Tokyo,TT,Counterparty requested expedited settlement due to year-end closing.
TX-20250529-000197,2025-05-29,2025-06-28,232,TH,EXPORT,SGD,4362394.45,Tokyo,DOC_COLL,Suspicious pattern detected. Manual review escalated to compliance.
TX-20250520-000198,2025-05-20,2025-05-22,63,AU,REMITTANCE,EUR,1798338.33,Tokyo,TT,Customer disputed amount; resolved after reconciliation.
TX-20250722-000199,2025-07-22,2025-08-14,560,GB,EXPORT,USD,567356.34,Singapore,TT,Counterparty requested expedited settlement due to year-end closing.
TX-20260409-000200,2026-04-09,2026-05-09,795,FR,EXPORT,GBP,4922819.94,London,TT,Standard transaction. No issues reported.
